paired,handshake_ms,ice_gather_laptop_ms,ice_gather_phone_ms,offer_bytes,qr_chars,answer_bytes,answer_b64_chars,audio_attempts,transfer_ok,transfer_kbps,transfer_size,transfer_ms,failure,iter
False,,155,129,62,83,62,83,,False,,,,pairing,1
False,,140,140,62,83,62,83,,False,,,,pairing,2
False,,155,127,62,83,62,83,,False,,,,pairing,3
False,,124,119,62,83,62,83,,False,,,,pairing,4
False,,138,136,62,83,62,83,,False,,,,pairing,5
